PostDate,Industry,CountIdIndexed
14-06-2020,Entertainment,0.4296
14-06-2020,Financial Services,0.6069
14-06-2020,Healthcare,0.7404
14-06-2020,Hospitality,0.5063
14-06-2020,Insurance,0.6736
14-06-2020,Manufacturing,0.6793
14-06-2020,Mining,0.557
14-06-2020,Real Estate,0.774
14-06-2020,Retail,0.8413
14-06-2020,Services,0.7826
14-06-2020,Transportation,0.7788
14-06-2020,Wholesale,0.8014
15-06-2020,Unknown,0.8212
15-06-2020,Communication,0.3087
15-06-2020,Construction,0.9577
15-06-2020,Energy,0.6391
15-06-2020,Entertainment,0.442
15-06-2020,Financial Services,0.5754
15-06-2020,Healthcare,0.754
15-06-2020,Hospitality,0.5058
15-06-2020,Insurance,0.6513
15-06-2020,Manufacturing,0.6657
15-06-2020,Mining,0.5483
15-06-2020,Real Estate,0.7961
15-06-2020,Retail,0.8176
15-06-2020,Services,0.7747
15-06-2020,Transportation,0.7626
15-06-2020,Wholesale,0.8069
16-06-2020,Unknown,0.8253
16-06-2020,Communication,0.3078
16-06-2020,Construction,0.9609
16-06-2020,Energy,0.6018
16-06-2020,Entertainment,0.4481
16-06-2020,Financial Services,0.5596
16-06-2020,Healthcare,0.7418
16-06-2020,Hospitality,0.5227
16-06-2020,Insurance,0.6454
16-06-2020,Manufacturing,0.6326
16-06-2020,Mining,0.554
16-06-2020,Real Estate,0.7938
16-06-2020,Retail,0.8206
16-06-2020,Services,0.7705
16-06-2020,Transportation,0.7408
16-06-2020,Wholesale,0.8037
17-06-2020,Unknown,0.8307
17-06-2020,Communication,0.365
17-06-2020,Construction,0.9366
17-06-2020,Energy,0.5943
17-06-2020,Entertainment,0.4586
17-06-2020,Financial Services,0.5748
17-06-2020,Healthcare,0.7553
17-06-2020,Hospitality,0.5408
17-06-2020,Insurance,0.6444
17-06-2020,Manufacturing,0.641
17-06-2020,Mining,0.58
17-06-2020,Real Estate,0.7824
17-06-2020,Retail,0.8227
17-06-2020,Services,0.7855
17-06-2020,Transportation,0.7471
17-06-2020,Wholesale,0.8156
18-06-2020,Unknown,0.8309
18-06-2020,Communication,0.4033
18-06-2020,Construction,0.936
18-06-2020,Energy,0.6055
18-06-2020,Entertainment,0.457
18-06-2020,Financial Services,0.5988
18-06-2020,Healthcare,0.7786
18-06-2020,Hospitality,0.545
18-06-2020,Insurance,0.6498
18-06-2020,Manufacturing,0.6212
18-06-2020,Mining,0.5735
18-06-2020,Real Estate,0.8039
18-06-2020,Retail,0.8385
18-06-2020,Services,0.7865
18-06-2020,Transportation,0.7445
18-06-2020,Wholesale,0.8145
19-06-2020,Unknown,0.8175
19-06-2020,Communication,0.4045
19-06-2020,Construction,0.894
19-06-2020,Energy,0.6292
19-06-2020,Entertainment,0.4855
19-06-2020,Financial Services,0.6286
19-06-2020,Healthcare,0.7636
19-06-2020,Hospitality,0.5563
19-06-2020,Insurance,0.6326
19-06-2020,Manufacturing,0.6294
19-06-2020,Mining,0.5804
19-06-2020,Real Estate,0.7991
19-06-2020,Retail,0.9652
19-06-2020,Services,0.7801
19-06-2020,Transportation,0.7297
19-06-2020,Wholesale,0.8283
20-06-2020,Unknown,0.8196
20-06-2020,Communication,0.4366
20-06-2020,Construction,0.8049
20-06-2020,Energy,0.6387
20-06-2020,Entertainment,0.539
20-06-2020,Financial Services,0.6384
20-06-2020,Healthcare,0.7587
20-06-2020,Hospitality,0.5649
20-06-2020,Insurance,0.627
20-06-2020,Manufacturing,0.6485
20-06-2020,Mining,0.5795
20-06-2020,Real Estate,0.8002
20-06-2020,Retail,1.152
20-06-2020,Services,0.7689
20-06-2020,Transportation,0.7269
20-06-2020,Wholesale,0.8434
21-06-2020,Unknown,0.8241
21-06-2020,Communication,0.4602
21-06-2020,Construction,0.7928
21-06-2020,Energy,0.6421
21-06-2020,Entertainment,0.5873
21-06-2020,Financial Services,0.6514
21-06-2020,Healthcare,0.7413
21-06-2020,Hospitality,0.578
21-06-2020,Insurance,0.6277
21-06-2020,Manufacturing,0.6603
21-06-2020,Mining,0.5791
21-06-2020,Real Estate,0.8091
21-06-2020,Retail,1.2731
21-06-2020,Services,0.7627
21-06-2020,Transportation,0.7332
21-06-2020,Wholesale,0.8591
22-06-2020,Unknown,0.8246
22-06-2020,Communication,0.4608
22-06-2020,Construction,0.8024
22-06-2020,Energy,0.6462
22-06-2020,Entertainment,0.6089
22-06-2020,Financial Services,0.6805
22-06-2020,Healthcare,0.7458
22-06-2020,Hospitality,0.588
22-06-2020,Insurance,0.6338
22-06-2020,Manufacturing,0.6992
22-06-2020,Mining,0.5787
22-06-2020,Real Estate,0.7833
22-06-2020,Retail,1.3242
22-06-2020,Services,0.7681
22-06-2020,Transportation,0.74
22-06-2020,Wholesale,0.8633
23-06-2020,Unknown,0.8778
23-06-2020,Communication,0.4214
23-06-2020,Construction,0.724
23-06-2020,Energy,0.6089
23-06-2020,Entertainment,0.5915
23-06-2020,Financial Services,0.6384
23-06-2020,Healthcare,0.7132
23-06-2020,Hospitality,0.5411
23-06-2020,Insurance,0.5835
23-06-2020,Manufacturing,0.6689
23-06-2020,Mining,0.5232
23-06-2020,Real Estate,0.6972
23-06-2020,Retail,1.2501
23-06-2020,Services,0.7249
23-06-2020,Transportation,0.6818
23-06-2020,Wholesale,0.8009
24-06-2020,Unknown,0.8778
24-06-2020,Communication,0.4135
24-06-2020,Construction,0.7403
24-06-2020,Energy,0.6184
24-06-2020,Entertainment,0.6062
24-06-2020,Financial Services,0.6443
24-06-2020,Healthcare,0.7384
24-06-2020,Hospitality,0.5383
24-06-2020,Insurance,0.5839
24-06-2020,Manufacturing,0.6617
24-06-2020,Mining,0.5093
24-06-2020,Real Estate,0.7208
24-06-2020,Retail,1.2522
24-06-2020,Services,0.7245
24-06-2020,Transportation,0.6816
24-06-2020,Wholesale,0.8001
25-06-2020,Unknown,0.888
25-06-2020,Communication,0.3861
25-06-2020,Construction,0.7345
25-06-2020,Energy,0.6255
25-06-2020,Entertainment,0.6281
25-06-2020,Financial Services,0.6412
25-06-2020,Healthcare,0.7521
25-06-2020,Hospitality,0.5406
25-06-2020,Insurance,0.5904
25-06-2020,Manufacturing,0.6685
25-06-2020,Mining,0.5093
25-06-2020,Real Estate,0.7379
25-06-2020,Retail,1.2425
25-06-2020,Services,0.7309
25-06-2020,Transportation,0.6577
25-06-2020,Wholesale,0.8052
26-06-2020,Unknown,0.9168
26-06-2020,Communication,0.391
26-06-2020,Construction,0.7366
26-06-2020,Energy,0.6292
26-06-2020,Entertainment,0.6181
26-06-2020,Financial Services,0.6222
26-06-2020,Healthcare,0.7734
26-06-2020,Hospitality,0.5319
26-06-2020,Insurance,0.5991
26-06-2020,Manufacturing,0.6805
26-06-2020,Mining,0.4993
26-06-2020,Real Estate,0.7616
26-06-2020,Retail,1.111
26-06-2020,Services,0.754
26-06-2020,Transportation,0.6765
26-06-2020,Wholesale,0.7922
27-06-2020,Unknown,0.9236
27-06-2020,Communication,0.3786
27-06-2020,Construction,0.7278
27-06-2020,Energy,0.633
27-06-2020,Entertainment,0.5725
27-06-2020,Financial Services,0.6181
27-06-2020,Healthcare,0.7885
27-06-2020,Hospitality,0.5289
27-06-2020,Insurance,0.6008
27-06-2020,Manufacturing,0.6777
27-06-2020,Mining,0.4751
27-06-2020,Real Estate,0.7589
27-06-2020,Retail,0.913
27-06-2020,Services,0.769
27-06-2020,Transportation,0.6758
27-06-2020,Wholesale,0.7863
28-06-2020,Unknown,0.9258
28-06-2020,Communication,0.3589
28-06-2020,Construction,0.728
28-06-2020,Energy,0.6384
28-06-2020,Entertainment,0.5303
28-06-2020,Financial Services,0.6083
28-06-2020,Healthcare,0.7874
28-06-2020,Hospitality,0.5162
28-06-2020,Insurance,0.5914
28-06-2020,Manufacturing,0.6713
28-06-2020,Mining,0.4768
28-06-2020,Real Estate,0.7566
28-06-2020,Retail,0.7953
28-06-2020,Services,0.7856
28-06-2020,Transportation,0.6679
28-06-2020,Wholesale,0.7741
29-06-2020,Unknown,0.9277
29-06-2020,Communication,0.3685
29-06-2020,Construction,0.71
29-06-2020,Energy,0.6394
29-06-2020,Entertainment,0.5095
29-06-2020,Financial Services,0.5543
29-06-2020,Healthcare,0.7813
29-06-2020,Hospitality,0.5176
29-06-2020,Insurance,0.5771
29-06-2020,Manufacturing,0.6427
29-06-2020,Mining,0.4751
29-06-2020,Real Estate,0.7572
29-06-2020,Retail,0.7477
29-06-2020,Services,0.7915
29-06-2020,Transportation,0.6777
29-06-2020,Wholesale,0.776
30-06-2020,Unknown,0.8639
30-06-2020,Communication,0.4321
30-06-2020,Construction,0.7667
30-06-2020,Energy,0.673
30-06-2020,Entertainment,0.5211
30-06-2020,Financial Services,0.5974
30-06-2020,Healthcare,0.8137
30-06-2020,Hospitality,0.5576
30-06-2020,Insurance,0.6118
30-06-2020,Manufacturing,0.6837
30-06-2020,Mining,0.5488
30-06-2020,Real Estate,0.8297
30-06-2020,Retail,0.8173
30-06-2020,Services,0.8242
30-06-2020,Transportation,0.7343
30-06-2020,Wholesale,0.8463
01-07-2020,Unknown,0.9143
01-07-2020,Communication,0.432
01-07-2020,Construction,0.8284
01-07-2020,Energy,0.6764
01-07-2020,Entertainment,0.5361
01-07-2020,Financial Services,0.5865
01-07-2020,Healthcare,0.8347
01-07-2020,Hospitality,0.5596
01-07-2020,Insurance,0.673
01-07-2020,Manufacturing,0.7149
01-07-2020,Mining,0.5713
01-07-2020,Real Estate,0.8904
01-07-2020,Retail,0.8719
01-07-2020,Services,0.8969
01-07-2020,Transportation,0.8633
01-07-2020,Wholesale,0.8735
02-07-2020,Unknown,0.9218
02-07-2020,Communication,0.4691
02-07-2020,Construction,0.8505
02-07-2020,Energy,0.6849
02-07-2020,Entertainment,0.5079
02-07-2020,Financial Services,0.5925
02-07-2020,Healthcare,0.8709
02-07-2020,Hospitality,0.5741
02-07-2020,Insurance,0.6852
02-07-2020,Manufacturing,0.7184
02-07-2020,Mining,0.5847
02-07-2020,Real Estate,0.9016
02-07-2020,Retail,0.8869
02-07-2020,Services,0.9206
02-07-2020,Transportation,0.9652
02-07-2020,Wholesale,0.8916
03-07-2020,Unknown,0.864
03-07-2020,Communication,0.4655
03-07-2020,Construction,0.8231
03-07-2020,Energy,0.6472
03-07-2020,Entertainment,0.4576
03-07-2020,Financial Services,0.5659
03-07-2020,Healthcare,0.8394
03-07-2020,Hospitality,0.5483
03-07-2020,Insurance,0.6428
03-07-2020,Manufacturing,0.661
03-07-2020,Mining,0.5752
03-07-2020,Real Estate,0.8783
03-07-2020,Retail,0.8769
03-07-2020,Services,0.8672
03-07-2020,Transportation,0.942
03-07-2020,Wholesale,0.8649
04-07-2020,Unknown,0.8107
04-07-2020,Communication,0.4129
04-07-2020,Construction,0.7869
04-07-2020,Energy,0.6004
04-07-2020,Entertainment,0.4389
04-07-2020,Financial Services,0.5352
04-07-2020,Healthcare,0.7757
04-07-2020,Hospitality,0.5283
04-07-2020,Insurance,0.5954
04-07-2020,Manufacturing,0.6064
04-07-2020,Mining,0.5631
04-07-2020,Real Estate,0.8275
04-07-2020,Retail,0.8374
04-07-2020,Services,0.7911
04-07-2020,Transportation,0.8757
04-07-2020,Wholesale,0.7991
05-07-2020,Unknown,0.793
05-07-2020,Communication,0.4073
05-07-2020,Construction,0.7728
05-07-2020,Energy,0.5957
05-07-2020,Entertainment,0.4309
05-07-2020,Financial Services,0.5298
05-07-2020,Healthcare,0.7721
05-07-2020,Hospitality,0.5211
05-07-2020,Insurance,0.5876
05-07-2020,Manufacturing,0.599
05-07-2020,Mining,0.5631
05-07-2020,Real Estate,0.8108
05-07-2020,Retail,0.8271
05-07-2020,Services,0.7652
05-07-2020,Transportation,0.8667
05-07-2020,Wholesale,0.7893
06-07-2020,Unknown,0.7792
06-07-2020,Communication,0.3988
06-07-2020,Construction,0.7826
06-07-2020,Energy,0.5987
06-07-2020,Entertainment,0.4201
06-07-2020,Financial Services,0.5455
06-07-2020,Healthcare,0.7692
06-07-2020,Hospitality,0.5203
06-07-2020,Insurance,0.5858
06-07-2020,Manufacturing,0.588
06-07-2020,Mining,0.5691
06-07-2020,Real Estate,0.8151
06-07-2020,Retail,0.8249
06-07-2020,Services,0.7563
06-07-2020,Transportation,0.8568
06-07-2020,Wholesale,0.7745
07-07-2020,Unknown,0.7814
07-07-2020,Communication,0.3754
07-07-2020,Construction,0.7953
07-07-2020,Energy,0.6041
07-07-2020,Entertainment,0.4106
07-07-2020,Financial Services,0.5514
07-07-2020,Healthcare,0.786
07-07-2020,Hospitality,0.5289
07-07-2020,Insurance,0.5988
07-07-2020,Manufacturing,0.5885
07-07-2020,Mining,0.544
07-07-2020,Real Estate,0.8019
07-07-2020,Retail,0.8812
07-07-2020,Services,0.778
07-07-2020,Transportation,0.8677
07-07-2020,Wholesale,0.7766
08-07-2020,Unknown,0.7541
08-07-2020,Communication,0.3304
08-07-2020,Construction,0.7532
08-07-2020,Energy,0.5933
08-07-2020,Entertainment,0.3724
08-07-2020,Financial Services,0.5489
08-07-2020,Healthcare,0.7562
08-07-2020,Hospitality,0.5262
08-07-2020,Insurance,0.5311
08-07-2020,Manufacturing,0.5664
08-07-2020,Mining,0.5275
08-07-2020,Real Estate,0.7572
08-07-2020,Retail,0.8521
08-07-2020,Services,0.7307
08-07-2020,Transportation,0.7543
08-07-2020,Wholesale,0.7553
09-07-2020,Unknown,0.7441
09-07-2020,Communication,0.2945
09-07-2020,Construction,0.748
09-07-2020,Energy,0.5851
09-07-2020,Entertainment,0.3867
09-07-2020,Financial Services,0.5384
09-07-2020,Healthcare,0.7216
09-07-2020,Hospitality,0.5151
09-07-2020,Insurance,0.528
09-07-2020,Manufacturing,0.5659
09-07-2020,Mining,0.5193
09-07-2020,Real Estate,0.7338
09-07-2020,Retail,0.8297
09-07-2020,Services,0.7247
09-07-2020,Transportation,0.6487
09-07-2020,Wholesale,0.7429
10-07-2020,Unknown,0.7992
10-07-2020,Communication,0.2943
10-07-2020,Construction,0.7826
10-07-2020,Energy,0.6191
10-07-2020,Entertainment,0.4259
10-07-2020,Financial Services,0.5661
10-07-2020,Healthcare,0.7949
10-07-2020,Hospitality,0.5348
10-07-2020,Insurance,0.5737
10-07-2020,Manufacturing,0.6196
10-07-2020,Mining,0.5293
10-07-2020,Real Estate,0.7717
10-07-2020,Retail,0.856
10-07-2020,Services,0.7803
10-07-2020,Transportation,0.7028
10-07-2020,Wholesale,0.784
11-07-2020,Unknown,0.8439
11-07-2020,Communication,0.3335
11-07-2020,Construction,0.8305
11-07-2020,Energy,0.6615
11-07-2020,Entertainment,0.4444
11-07-2020,Financial Services,0.5999
11-07-2020,Healthcare,0.8637
11-07-2020,Hospitality,0.5478
11-07-2020,Insurance,0.6233
11-07-2020,Manufacturing,0.6749
11-07-2020,Mining,0.5739
11-07-2020,Real Estate,0.8245
11-07-2020,Retail,0.948
11-07-2020,Services,0.8514
11-07-2020,Transportation,0.7448
11-07-2020,Wholesale,0.8617
12-07-2020,Unknown,0.8612
12-07-2020,Communication,0.3528
12-07-2020,Construction,0.8421
12-07-2020,Energy,0.6638
12-07-2020,Entertainment,0.4597
12-07-2020,Financial Services,0.6066
12-07-2020,Healthcare,0.8731
12-07-2020,Hospitality,0.5577
12-07-2020,Insurance,0.6338
12-07-2020,Manufacturing,0.6836
12-07-2020,Mining,0.5696
12-07-2020,Real Estate,0.8418
12-07-2020,Retail,0.965
12-07-2020,Services,0.8748
12-07-2020,Transportation,0.7714
12-07-2020,Wholesale,0.8777
13-07-2020,Unknown,0.8735
13-07-2020,Communication,0.3713
13-07-2020,Construction,0.8431
13-07-2020,Energy,0.672
13-07-2020,Entertainment,0.4821
13-07-2020,Financial Services,0.6028
13-07-2020,Healthcare,0.8958
13-07-2020,Hospitality,0.5639
13-07-2020,Insurance,0.6591
13-07-2020,Manufacturing,0.6906
13-07-2020,Mining,0.5778
13-07-2020,Real Estate,0.8457
13-07-2020,Retail,0.9779
13-07-2020,Services,0.8941
13-07-2020,Transportation,0.7817
13-07-2020,Wholesale,0.8999
14-07-2020,Unknown,0.894
14-07-2020,Communication,0.3818
14-07-2020,Construction,0.8894
14-07-2020,Energy,0.7171
14-07-2020,Entertainment,0.5034
14-07-2020,Financial Services,0.6008
14-07-2020,Healthcare,0.9456
14-07-2020,Hospitality,0.5798
14-07-2020,Insurance,0.672
14-07-2020,Manufacturing,0.7001
14-07-2020,Mining,0.5748
14-07-2020,Real Estate,0.8721
14-07-2020,Retail,0.9484
14-07-2020,Services,0.9036
14-07-2020,Transportation,0.7962
14-07-2020,Wholesale,0.9205
15-07-2020,Unknown,0.8851
15-07-2020,Communication,0.4054
15-07-2020,Construction,0.8945
15-07-2020,Energy,0.7744
15-07-2020,Entertainment,0.5058
15-07-2020,Financial Services,0.5934
15-07-2020,Healthcare,0.9776
15-07-2020,Hospitality,0.5748
15-07-2020,Insurance,0.7153
15-07-2020,Manufacturing,0.7072
15-07-2020,Mining,0.5648
15-07-2020,Real Estate,0.8674
15-07-2020,Retail,0.9286
15-07-2020,Services,0.9081
15-07-2020,Transportation,0.7877
15-07-2020,Wholesale,0.9427
16-07-2020,Unknown,0.8923
16-07-2020,Communication,0.402
16-07-2020,Construction,0.8959
16-07-2020,Energy,0.7795
16-07-2020,Entertainment,0.4961
16-07-2020,Financial Services,0.6045
16-07-2020,Healthcare,0.9922
16-07-2020,Hospitality,0.5698
16-07-2020,Insurance,0.7033
16-07-2020,Manufacturing,0.7156
16-07-2020,Mining,0.5787
16-07-2020,Real Estate,0.903
16-07-2020,Retail,0.9431
16-07-2020,Services,0.9113
16-07-2020,Transportation,0.847
16-07-2020,Wholesale,0.945
17-07-2020,Unknown,0.8737
17-07-2020,Communication,0.3921
17-07-2020,Construction,0.8858
17-07-2020,Energy,0.769
17-07-2020,Entertainment,0.4815
17-07-2020,Financial Services,0.5997
17-07-2020,Healthcare,0.9832
17-07-2020,Hospitality,0.5729
17-07-2020,Insurance,0.7101
17-07-2020,Manufacturing,0.7078
17-07-2020,Mining,0.5964
17-07-2020,Real Estate,0.8857
17-07-2020,Retail,0.9521
17-07-2020,Services,0.9054
17-07-2020,Transportation,0.8153
17-07-2020,Wholesale,0.9387
18-07-2020,Unknown,0.8735
18-07-2020,Communication,0.3774
18-07-2020,Construction,0.8913
18-07-2020,Energy,0.7734
18-07-2020,Entertainment,0.4858
18-07-2020,Financial Services,0.5974
18-07-2020,Healthcare,0.9939
18-07-2020,Hospitality,0.5725
18-07-2020,Insurance,0.7151
18-07-2020,Manufacturing,0.6992
18-07-2020,Mining,0.5739
18-07-2020,Real Estate,0.8832
18-07-2020,Retail,0.9132
18-07-2020,Services,0.9044
18-07-2020,Transportation,0.8592
18-07-2020,Wholesale,0.9277
19-07-2020,Unknown,0.8674
19-07-2020,Communication,0.3649
19-07-2020,Construction,0.8943
19-07-2020,Energy,0.7928
19-07-2020,Entertainment,0.4776
19-07-2020,Financial Services,0.6004
19-07-2020,Healthcare,1.0014
19-07-2020,Hospitality,0.5702
19-07-2020,Insurance,0.7085
19-07-2020,Manufacturing,0.6933
19-07-2020,Mining,0.58
19-07-2020,Real Estate,0.881
19-07-2020,Retail,0.92
19-07-2020,Services,0.9005
19-07-2020,Transportation,0.8521
19-07-2020,Wholesale,0.924
20-07-2020,Unknown,0.8655
20-07-2020,Communication,0.3456
20-07-2020,Construction,0.8877
20-07-2020,Energy,0.79
20-07-2020,Entertainment,0.4626
20-07-2020,Financial Services,0.5957
20-07-2020,Healthcare,0.9985
20-07-2020,Hospitality,0.5514
20-07-2020,Insurance,0.7036
20-07-2020,Manufacturing,0.7015
20-07-2020,Mining,0.5756
20-07-2020,Real Estate,0.8739
20-07-2020,Retail,0.9144
20-07-2020,Services,0.8841
20-07-2020,Transportation,0.8578
20-07-2020,Wholesale,0.9133
21-07-2020,Unknown,0.8657
21-07-2020,Communication,0.3401
21-07-2020,Construction,0.8305
21-07-2020,Energy,0.7822
21-07-2020,Entertainment,0.4555
21-07-2020,Financial Services,0.5912
21-07-2020,Healthcare,0.957
21-07-2020,Hospitality,0.5314
21-07-2020,Insurance,0.7096
21-07-2020,Manufacturing,0.7101
21-07-2020,Mining,0.6017
21-07-2020,Real Estate,0.8728
21-07-2020,Retail,0.9111
21-07-2020,Services,0.8926
21-07-2020,Transportation,0.868
21-07-2020,Wholesale,0.9795
22-07-2020,Unknown,0.8625
22-07-2020,Communication,0.3308
22-07-2020,Construction,0.7945
22-07-2020,Energy,0.7395
22-07-2020,Entertainment,0.4689
22-07-2020,Financial Services,0.5877
22-07-2020,Healthcare,0.937
22-07-2020,Hospitality,0.5342
22-07-2020,Insurance,0.6868
22-07-2020,Manufacturing,0.7066
22-07-2020,Mining,0.5999
22-07-2020,Real Estate,0.8487
22-07-2020,Retail,0.933
22-07-2020,Services,0.8804
22-07-2020,Transportation,0.9439
22-07-2020,Wholesale,0.9924
23-07-2020,Unknown,0.8719
23-07-2020,Communication,0.363
23-07-2020,Construction,0.8875
23-07-2020,Energy,0.7683
23-07-2020,Entertainment,0.4984
23-07-2020,Financial Services,0.5972
23-07-2020,Healthcare,0.9369
23-07-2020,Hospitality,0.549
23-07-2020,Insurance,0.6934
23-07-2020,Manufacturing,0.708
23-07-2020,Mining,0.6047
23-07-2020,Real Estate,0.8052
23-07-2020,Retail,0.9364
23-07-2020,Services,0.8792
23-07-2020,Transportation,0.904
23-07-2020,Wholesale,1.0054
24-07-2020,Unknown,0.8768
24-07-2020,Communication,0.4007
24-07-2020,Construction,0.9556
24-07-2020,Energy,0.7822
24-07-2020,Entertainment,0.5227
24-07-2020,Financial Services,0.607
24-07-2020,Healthcare,0.932
24-07-2020,Hospitality,0.5439
24-07-2020,Insurance,0.72
24-07-2020,Manufacturing,0.7019
24-07-2020,Mining,0.609
24-07-2020,Real Estate,0.8004
24-07-2020,Retail,0.9118
24-07-2020,Services,0.8863
24-07-2020,Transportation,0.9248
24-07-2020,Wholesale,1.0167
25-07-2020,Unknown,0.8776
25-07-2020,Communication,0.4118
25-07-2020,Construction,0.9549
25-07-2020,Energy,0.8094
25-07-2020,Entertainment,0.5469
25-07-2020,Financial Services,0.6072
25-07-2020,Healthcare,0.9334
25-07-2020,Hospitality,0.5398
25-07-2020,Insurance,0.7235
25-07-2020,Manufacturing,0.7007
25-07-2020,Mining,0.6181
25-07-2020,Real Estate,0.7937
25-07-2020,Retail,0.8963
25-07-2020,Services,0.8907
25-07-2020,Transportation,0.8702
25-07-2020,Wholesale,1.0136
26-07-2020,Unknown,0.8789
26-07-2020,Communication,0.411
26-07-2020,Construction,0.9651
26-07-2020,Energy,0.8012
26-07-2020,Entertainment,0.5416
26-07-2020,Financial Services,0.6077
26-07-2020,Healthcare,0.9322
26-07-2020,Hospitality,0.5426
26-07-2020,Insurance,0.7382
26-07-2020,Manufacturing,0.6982
26-07-2020,Mining,0.6103
26-07-2020,Real Estate,0.7863
26-07-2020,Retail,0.8795
26-07-2020,Services,0.8808
26-07-2020,Transportation,0.8628
26-07-2020,Wholesale,1.0044
27-07-2020,Unknown,0.8854
27-07-2020,Communication,0.4134
27-07-2020,Construction,0.9999
27-07-2020,Energy,0.81
27-07-2020,Entertainment,0.5538
27-07-2020,Financial Services,0.6037
27-07-2020,Healthcare,0.9322
27-07-2020,Hospitality,0.5494
27-07-2020,Insurance,0.7183
27-07-2020,Manufacturing,0.6969
27-07-2020,Mining,0.6294
27-07-2020,Real Estate,0.7914
27-07-2020,Retail,0.8865
27-07-2020,Services,0.8909
27-07-2020,Transportation,0.8695
27-07-2020,Wholesale,1.0108
28-07-2020,Unknown,0.8776
28-07-2020,Communication,0.415
28-07-2020,Construction,1.0424
28-07-2020,Energy,0.7887
28-07-2020,Entertainment,0.5588
28-07-2020,Financial Services,0.5965
28-07-2020,Healthcare,0.9468
28-07-2020,Hospitality,0.5393
28-07-2020,Insurance,0.7131
28-07-2020,Manufacturing,0.697
28-07-2020,Mining,0.6246
28-07-2020,Real Estate,0.7718
28-07-2020,Retail,0.8756
28-07-2020,Services,0.9025
28-07-2020,Transportation,0.8207
28-07-2020,Wholesale,0.9525
29-07-2020,Unknown,0.8789
29-07-2020,Communication,0.4213
29-07-2020,Construction,1.0869
29-07-2020,Energy,0.7795
29-07-2020,Entertainment,0.5609
29-07-2020,Financial Services,0.6213
29-07-2020,Healthcare,0.9616
29-07-2020,Hospitality,0.5354
29-07-2020,Insurance,0.7075
29-07-2020,Manufacturing,0.7032
29-07-2020,Mining,0.6199
29-07-2020,Real Estate,0.8005
29-07-2020,Retail,0.8534
29-07-2020,Services,0.9064
29-07-2020,Transportation,0.7836
29-07-2020,Wholesale,0.9242
30-07-2020,Unknown,0.8699
30-07-2020,Communication,0.3911
30-07-2020,Construction,1.0038
30-07-2020,Energy,0.733
30-07-2020,Entertainment,0.5316
30-07-2020,Financial Services,0.6157
30-07-2020,Healthcare,0.9564
30-07-2020,Hospitality,0.5109
30-07-2020,Insurance,0.7232
30-07-2020,Manufacturing,0.7005
30-07-2020,Mining,0.616
30-07-2020,Real Estate,0.7961
30-07-2020,Retail,0.8524
30-07-2020,Services,0.89
30-07-2020,Transportation,0.8311
30-07-2020,Wholesale,0.9094
31-07-2020,Unknown,0.8596
31-07-2020,Communication,0.3953
31-07-2020,Construction,0.9546
31-07-2020,Energy,0.7191
31-07-2020,Entertainment,0.5654
31-07-2020,Financial Services,0.5967
31-07-2020,Healthcare,0.9461
31-07-2020,Hospitality,0.5025
31-07-2020,Insurance,0.7035
31-07-2020,Manufacturing,0.7021
31-07-2020,Mining,0.6012
31-07-2020,Real Estate,0.7955
31-07-2020,Retail,0.8493
31-07-2020,Services,0.8703
31-07-2020,Transportation,0.8089
31-07-2020,Wholesale,0.8922
01-08-2020,Unknown,0.8767
01-08-2020,Communication,0.4456
01-08-2020,Construction,1.0006
01-08-2020,Energy,0.7283
01-08-2020,Entertainment,0.5501
01-08-2020,Financial Services,0.6011
01-08-2020,Healthcare,0.976
01-08-2020,Hospitality,0.5005
01-08-2020,Insurance,0.7604
01-08-2020,Manufacturing,0.7279
01-08-2020,Mining,0.6095
01-08-2020,Real Estate,0.8388
01-08-2020,Retail,0.8729
01-08-2020,Services,0.9224
01-08-2020,Transportation,0.9506
01-08-2020,Wholesale,0.8833
02-08-2020,Unknown,0.8831
02-08-2020,Communication,0.4511
02-08-2020,Construction,0.9959
02-08-2020,Energy,0.7354
02-08-2020,Entertainment,0.5511
02-08-2020,Financial Services,0.599
02-08-2020,Healthcare,0.9872
02-08-2020,Hospitality,0.4978
02-08-2020,Insurance,0.7646
02-08-2020,Manufacturing,0.7472
02-08-2020,Mining,0.609
02-08-2020,Real Estate,0.8412
02-08-2020,Retail,0.877
02-08-2020,Services,0.9391
02-08-2020,Transportation,1.0262
02-08-2020,Wholesale,0.8997
03-08-2020,Unknown,0.8835
03-08-2020,Communication,0.4417
03-08-2020,Construction,0.9841
03-08-2020,Energy,0.7195
03-08-2020,Entertainment,0.5406
03-08-2020,Financial Services,0.5922
03-08-2020,Healthcare,0.9982
03-08-2020,Hospitality,0.4892
03-08-2020,Insurance,0.7846
03-08-2020,Manufacturing,0.7389
03-08-2020,Mining,0.5878
03-08-2020,Real Estate,0.8742
03-08-2020,Retail,0.8801
03-08-2020,Services,0.9421
03-08-2020,Transportation,1.0179
03-08-2020,Wholesale,0.9191
04-08-2020,Unknown,0.8963
04-08-2020,Communication,0.4542
04-08-2020,Construction,0.9733
04-08-2020,Energy,0.7561
04-08-2020,Entertainment,0.548
04-08-2020,Financial Services,0.5985
04-08-2020,Healthcare,1.0023
04-08-2020,Hospitality,0.4956
04-08-2020,Insurance,0.808
04-08-2020,Manufacturing,0.7318
04-08-2020,Mining,0.5817
04-08-2020,Real Estate,0.8855
