PostDate,State,CountIDIndexed
14-06-2020,MI,0.8878
14-06-2020,MN,0.7707
14-06-2020,MO,0.7378
14-06-2020,MS,0.8992
14-06-2020,MT,0.8969
14-06-2020,NC,0.8793
14-06-2020,ND,0.836
14-06-2020,NE,0.8628
14-06-2020,NH,0.9356
14-06-2020,NJ,0.7634
14-06-2020,NM,0.7197
14-06-2020,NV,0.6354
14-06-2020,NY,0.7078
14-06-2020,OH,0.8725
14-06-2020,OK,0.819
14-06-2020,OR,0.733
14-06-2020,PA,0.8446
14-06-2020,Pi,1.0638
14-06-2020,PR,0.7521
14-06-2020,RI,0.9329
14-06-2020,SC,0.7989
14-06-2020,SD,0.9425
14-06-2020,So,0
14-06-2020,St,0.6117
14-06-2020,TN,0.825
14-06-2020,TX,0.7581
14-06-2020,Un,0.9819
14-06-2020,UT,0.7498
14-06-2020,VA,0.7846
14-06-2020,VI,0.4119
14-06-2020,VT,0.8278
14-06-2020,WA,0.6435
14-06-2020,WI,0.7974
14-06-2020,WV,0.9303
14-06-2020,WY,0.7476
15-06-2020,AK,0.7151
15-06-2020,AL,0.8617
15-06-2020,AR,0.8554
15-06-2020,AZ,0.793
15-06-2020,CA,0.7108
15-06-2020,CO,0.7485
15-06-2020,CT,0.7656
15-06-2020,DC,0.6002
15-06-2020,DE,0.8818
15-06-2020,FL,0.7404
15-06-2020,GA,0.7639
15-06-2020,GU,0
15-06-2020,HI,0.5559
15-06-2020,IA,0.8766
15-06-2020,ID,0.8057
15-06-2020,IL,0.7414
15-06-2020,IN,0.8586
15-06-2020,KS,0.8415
15-06-2020,KY,0.8639
15-06-2020,LA,0.8675
15-06-2020,Ly,0
15-06-2020,MA,0.775
15-06-2020,MD,0.7869
15-06-2020,ME,0.8569
15-06-2020,MI,0.89
15-06-2020,MN,0.7604
15-06-2020,MO,0.7344
15-06-2020,MS,0.9131
15-06-2020,MT,0.9092
15-06-2020,NC,0.8654
15-06-2020,ND,0.8577
15-06-2020,NE,0.8982
15-06-2020,NH,0.9436
15-06-2020,NJ,0.7588
15-06-2020,NM,0.713
15-06-2020,NV,0.6387
15-06-2020,NY,0.7059
15-06-2020,OH,0.8706
15-06-2020,OK,0.8187
15-06-2020,OR,0.7344
15-06-2020,PA,0.8426
15-06-2020,Pi,1.0122
15-06-2020,PR,0.7755
15-06-2020,RI,0.9286
15-06-2020,SC,0.7917
15-06-2020,SD,0.9505
15-06-2020,So,0
15-06-2020,St,0.6117
15-06-2020,TN,0.8308
15-06-2020,TX,0.7612
15-06-2020,Un,0.965
15-06-2020,UT,0.7545
15-06-2020,VA,0.7832
15-06-2020,VI,0.612
15-06-2020,VT,0.8562
15-06-2020,WA,0.6422
15-06-2020,WI,0.7817
15-06-2020,WV,0.9439
15-06-2020,WY,0.7577
16-06-2020,AK,0.7275
16-06-2020,AL,0.8616
16-06-2020,AR,0.8651
16-06-2020,AZ,0.7824
16-06-2020,CA,0.7117
16-06-2020,CO,0.7419
16-06-2020,CT,0.7608
16-06-2020,DC,0.5952
16-06-2020,DE,0.8606
16-06-2020,FL,0.7387
16-06-2020,GA,0.7698
16-06-2020,GU,0
16-06-2020,HI,0.5846
16-06-2020,IA,0.8665
16-06-2020,ID,0.7971
16-06-2020,IL,0.7386
16-06-2020,IN,0.8613
16-06-2020,KS,0.8439
16-06-2020,KY,0.8776
16-06-2020,LA,0.8674
16-06-2020,MA,0.7547
16-06-2020,MD,0.7912
16-06-2020,ME,0.8309
16-06-2020,MI,0.8914
16-06-2020,MN,0.7479
16-06-2020,MO,0.7373
16-06-2020,MS,0.9065
16-06-2020,MT,0.9043
16-06-2020,NC,0.8509
16-06-2020,ND,0.8564
16-06-2020,NE,0.9178
16-06-2020,NH,0.9091
16-06-2020,NJ,0.7185
16-06-2020,NM,0.7014
16-06-2020,NV,0.6564
16-06-2020,NY,0.7015
16-06-2020,OH,0.8613
16-06-2020,OK,0.808
16-06-2020,OR,0.7358
16-06-2020,PA,0.8456
16-06-2020,Pi,0.9119
16-06-2020,PR,0.799
16-06-2020,RI,0.9404
16-06-2020,SC,0.7895
16-06-2020,SD,0.9687
16-06-2020,Sh,0.9554
16-06-2020,So,0
16-06-2020,St,0.6117
16-06-2020,TN,0.8318
16-06-2020,TX,0.7616
16-06-2020,Un,0.8794
16-06-2020,UT,0.7446
16-06-2020,VA,0.7768
16-06-2020,VI,0.6236
16-06-2020,VT,0.8278
16-06-2020,WA,0.6443
16-06-2020,WI,0.7761
16-06-2020,WV,0.9804
16-06-2020,WY,0.766
17-06-2020,AK,0.7193
17-06-2020,AL,0.8851
17-06-2020,AR,0.8768
17-06-2020,AZ,0.7869
17-06-2020,CA,0.7188
17-06-2020,CO,0.7518
17-06-2020,CT,0.7545
17-06-2020,DC,0.5987
17-06-2020,DE,0.8487
17-06-2020,FL,0.7452
17-06-2020,GA,0.7724
17-06-2020,GU,0
17-06-2020,HI,0.5756
17-06-2020,IA,0.8909
17-06-2020,ID,0.7946
17-06-2020,IL,0.7362
17-06-2020,IN,0.8715
17-06-2020,KS,0.8488
17-06-2020,KY,0.884
17-06-2020,LA,0.8777
17-06-2020,Ly,0
17-06-2020,MA,0.7575
17-06-2020,MD,0.7921
17-06-2020,ME,0.8431
17-06-2020,MI,0.9017
17-06-2020,MN,0.7688
17-06-2020,MO,0.7399
17-06-2020,MS,0.9122
17-06-2020,MT,0.9055
17-06-2020,NC,0.8587
17-06-2020,ND,0.9356
17-06-2020,NE,0.9417
17-06-2020,NH,0.9067
17-06-2020,NJ,0.7253
17-06-2020,NM,0.6979
17-06-2020,NV,0.6658
17-06-2020,NY,0.6951
17-06-2020,OH,0.8759
17-06-2020,OK,0.8228
17-06-2020,OR,0.7369
17-06-2020,PA,0.8636
17-06-2020,Pi,0.7082
17-06-2020,PR,0.7879
17-06-2020,RI,0.9497
17-06-2020,SC,0.794
17-06-2020,SD,0.9434
17-06-2020,Sh,1.1465
17-06-2020,So,0
17-06-2020,St,0.7743
17-06-2020,TN,0.8376
17-06-2020,TX,0.7741
17-06-2020,Un,1.0507
17-06-2020,UT,0.7478
17-06-2020,VA,0.7812
17-06-2020,VI,0.6351
17-06-2020,VT,0.8151
17-06-2020,WA,0.6415
17-06-2020,WI,0.7919
17-06-2020,WV,1.1312
17-06-2020,WY,0.7704
18-06-2020,AK,0.711
18-06-2020,AL,0.8909
18-06-2020,AR,0.8888
18-06-2020,AS,0
18-06-2020,AZ,0.798
18-06-2020,CA,0.7224
18-06-2020,CO,0.7415
18-06-2020,CT,0.7602
18-06-2020,DC,0.6068
18-06-2020,DE,0.8355
18-06-2020,FL,0.753
18-06-2020,GA,0.7816
18-06-2020,GU,0
18-06-2020,HI,0.5806
18-06-2020,IA,0.9012
18-06-2020,ID,0.8007
18-06-2020,IL,0.7449
18-06-2020,IN,0.8745
18-06-2020,KS,0.8523
18-06-2020,KY,0.9009
18-06-2020,LA,0.9067
18-06-2020,Ly,0
18-06-2020,MA,0.7466
18-06-2020,MD,0.7865
18-06-2020,ME,0.8598
18-06-2020,MI,0.9027
18-06-2020,MN,0.7788
18-06-2020,MO,0.7495
18-06-2020,MP,0
18-06-2020,MS,0.9392
18-06-2020,MT,0.9073
18-06-2020,NC,0.8542
18-06-2020,ND,0.9433
18-06-2020,NE,0.9503
18-06-2020,NH,0.8973
18-06-2020,NJ,0.7279
18-06-2020,NM,0.6928
18-06-2020,NV,0.6646
18-06-2020,NY,0.6937
18-06-2020,OH,0.8724
18-06-2020,OK,0.8258
18-06-2020,OR,0.7315
18-06-2020,PA,0.8563
18-06-2020,Pi,0.7082
18-06-2020,PR,0.7755
18-06-2020,RI,0.9507
18-06-2020,SC,0.7911
18-06-2020,SD,0.9505
18-06-2020,Sh,1.1465
18-06-2020,So,0
18-06-2020,St,0.7427
18-06-2020,TN,0.845
18-06-2020,TX,0.7818
18-06-2020,Un,1.0507
18-06-2020,UT,0.7541
18-06-2020,VA,0.7789
18-06-2020,VI,0.7298
18-06-2020,VT,0.8145
18-06-2020,WA,0.6542
18-06-2020,WI,0.7907
18-06-2020,WV,1.18
18-06-2020,WY,0.7983
19-06-2020,AK,0.6922
19-06-2020,AL,0.9224
19-06-2020,AR,0.883
19-06-2020,AZ,0.8137
19-06-2020,CA,0.7352
19-06-2020,CO,0.748
19-06-2020,CT,0.7584
19-06-2020,DC,0.5969
19-06-2020,DE,0.7951
19-06-2020,FL,0.7568
19-06-2020,GA,0.7969
19-06-2020,GU,0
19-06-2020,HI,0.5902
19-06-2020,IA,0.9103
19-06-2020,ID,0.8315
19-06-2020,IL,0.7518
19-06-2020,IN,0.8689
19-06-2020,KS,0.8745
19-06-2020,KY,0.9046
19-06-2020,LA,0.9192
19-06-2020,Ly,0
19-06-2020,MA,0.7285
19-06-2020,MD,0.7768
19-06-2020,ME,0.8716
19-06-2020,MI,0.9007
19-06-2020,MN,0.7816
19-06-2020,MO,0.767
19-06-2020,MS,0.963
19-06-2020,MT,0.9166
19-06-2020,NC,0.8515
19-06-2020,ND,0.9352
19-06-2020,NE,0.9648
19-06-2020,NH,0.9153
19-06-2020,NJ,0.7332
19-06-2020,NM,0.7307
19-06-2020,NV,0.6682
19-06-2020,NY,0.6863
19-06-2020,OH,0.8651
19-06-2020,OK,0.8459
19-06-2020,OR,0.737
19-06-2020,PA,0.847
19-06-2020,Pi,1.0122
19-06-2020,PR,0.7769
19-06-2020,RI,0.95
19-06-2020,SC,0.8037
19-06-2020,SD,0.9528
19-06-2020,Sh,1.1465
19-06-2020,So,0
19-06-2020,St,0.7088
19-06-2020,TN,0.8456
19-06-2020,TX,0.791
19-06-2020,Un,0.9819
19-06-2020,UT,0.7685
19-06-2020,VA,0.7649
19-06-2020,VI,0.7529
19-06-2020,VT,0.8273
19-06-2020,WA,0.6508
19-06-2020,WI,0.786
19-06-2020,WV,1.1819
19-06-2020,WY,0.7717
20-06-2020,AK,0.7096
20-06-2020,AL,0.9526
20-06-2020,AR,0.9081
20-06-2020,AZ,0.8346
20-06-2020,CA,0.7455
20-06-2020,CO,0.7712
20-06-2020,CT,0.7749
20-06-2020,DC,0.5951
20-06-2020,DE,0.7716
20-06-2020,FL,0.7688
20-06-2020,GA,0.8138
20-06-2020,GU,0
20-06-2020,HI,0.5952
20-06-2020,IA,0.932
20-06-2020,ID,0.8634
20-06-2020,IL,0.7658
20-06-2020,IN,0.896
20-06-2020,KS,0.9112
20-06-2020,KY,0.9367
20-06-2020,LA,0.937
20-06-2020,MA,0.7322
20-06-2020,MD,0.7833
20-06-2020,ME,0.8855
20-06-2020,MI,0.9134
20-06-2020,MN,0.7985
20-06-2020,MO,0.7821
20-06-2020,MS,0.9936
20-06-2020,MT,0.962
20-06-2020,NC,0.8587
20-06-2020,ND,0.9391
20-06-2020,NE,0.9725
20-06-2020,NH,0.9463
20-06-2020,NJ,0.7376
20-06-2020,NM,0.7728
20-06-2020,NV,0.7087
20-06-2020,NY,0.6871
20-06-2020,OH,0.8767
20-06-2020,OK,0.8779
20-06-2020,OR,0.7421
20-06-2020,PA,0.8573
20-06-2020,Pi,1.1277
20-06-2020,PR,0.792
20-06-2020,RI,0.9825
20-06-2020,SC,0.8221
20-06-2020,SD,0.993
20-06-2020,Sh,1.0191
20-06-2020,So,0
20-06-2020,St,0.6117
20-06-2020,TN,0.8675
20-06-2020,TX,0.817
20-06-2020,Un,0.9131
20-06-2020,UT,0.7832
20-06-2020,VA,0.7674
20-06-2020,VI,0.8237
20-06-2020,VT,0.8319
20-06-2020,WA,0.6542
20-06-2020,WI,0.7979
20-06-2020,WV,1.2555
20-06-2020,WY,0.7932
21-06-2020,AK,0.7349
21-06-2020,AL,0.9655
21-06-2020,AR,0.9292
21-06-2020,AZ,0.8505
21-06-2020,CA,0.7573
21-06-2020,CO,0.7844
21-06-2020,CT,0.7869
21-06-2020,DC,0.5959
21-06-2020,DE,0.7944
21-06-2020,FL,0.7802
21-06-2020,GA,0.8277
21-06-2020,HI,0.6185
21-06-2020,IA,0.9457
21-06-2020,ID,0.8803
21-06-2020,IL,0.7766
21-06-2020,IN,0.9179
21-06-2020,KS,0.9306
21-06-2020,KY,0.9505
21-06-2020,LA,0.9512
21-06-2020,Ly,0
21-06-2020,MA,0.7344
21-06-2020,MD,0.7808
21-06-2020,ME,0.9183
21-06-2020,MI,0.9246
21-06-2020,MN,0.8085
21-06-2020,MO,0.8012
21-06-2020,MS,1.0368
21-06-2020,MT,0.9654
21-06-2020,NC,0.8673
21-06-2020,ND,0.9433
21-06-2020,NE,0.989
21-06-2020,NH,0.9701
21-06-2020,NJ,0.75
21-06-2020,NM,0.8137
21-06-2020,NV,0.7361
21-06-2020,NY,0.6892
21-06-2020,OH,0.8794
21-06-2020,OK,0.8922
21-06-2020,OR,0.7505
21-06-2020,PA,0.8663
21-06-2020,Pi,1.2158
21-06-2020,PR,0.7645
21-06-2020,RI,1.0118
21-06-2020,SC,0.836
21-06-2020,SD,1.0075
21-06-2020,So,0
21-06-2020,St,0.6456
21-06-2020,TN,0.8876
21-06-2020,TX,0.8369
21-06-2020,Un,0.9481
21-06-2020,UT,0.8019
21-06-2020,VA,0.7746
21-06-2020,VI,0.8237
21-06-2020,VT,0.8643
21-06-2020,WA,0.6559
21-06-2020,WI,0.8068
21-06-2020,WV,1.3141
21-06-2020,WY,0.8218
22-06-2020,AK,0.7904
22-06-2020,AL,0.9772
22-06-2020,AR,0.953
22-06-2020,AZ,0.8591
22-06-2020,CA,0.7607
22-06-2020,CO,0.8013
22-06-2020,CT,0.8008
22-06-2020,DC,0.589
22-06-2020,DE,0.8063
22-06-2020,FL,0.7865
22-06-2020,GA,0.8294
22-06-2020,GU,0
22-06-2020,HI,0.6298
22-06-2020,IA,0.9662
22-06-2020,ID,0.9125
22-06-2020,IL,0.7837
22-06-2020,IN,0.9278
22-06-2020,KS,0.9426
22-06-2020,KY,0.9688
22-06-2020,LA,0.988
22-06-2020,Ly,0
22-06-2020,MA,0.7418
22-06-2020,MD,0.7902
22-06-2020,ME,0.9481
22-06-2020,MI,0.9337
22-06-2020,MN,0.8105
22-06-2020,MO,0.82
22-06-2020,MS,1.061
22-06-2020,MT,0.9792
22-06-2020,NC,0.8849
22-06-2020,ND,0.9582
22-06-2020,NE,0.9951
22-06-2020,NH,0.9944
22-06-2020,NJ,0.7593
22-06-2020,NM,0.844
22-06-2020,NV,0.7575
22-06-2020,NY,0.6945
22-06-2020,OH,0.8897
22-06-2020,OK,0.9112
22-06-2020,OR,0.7574
22-06-2020,PA,0.8673
22-06-2020,Pi,1.4772
22-06-2020,PR,0.7727
22-06-2020,RI,1.0257
22-06-2020,SC,0.8479
22-06-2020,SD,1.0192
22-06-2020,Sh,1.0637
22-06-2020,So,0
22-06-2020,St,0.7088
22-06-2020,TN,0.8966
22-06-2020,TX,0.8417
22-06-2020,Un,1.0688
22-06-2020,UT,0.8091
22-06-2020,VA,0.7776
22-06-2020,VI,0.6474
22-06-2020,VT,0.8823
22-06-2020,WA,0.6585
22-06-2020,WI,0.8299
22-06-2020,WV,1.3252
22-06-2020,WY,0.8212
23-06-2020,AK,0.7156
23-06-2020,AL,0.8785
23-06-2020,AR,0.8956
23-06-2020,AZ,0.7773
23-06-2020,CA,0.6966
23-06-2020,CO,0.7304
23-06-2020,CT,0.7195
23-06-2020,DC,0.5342
23-06-2020,DE,0.7363
23-06-2020,FL,0.7088
23-06-2020,GA,0.7477
23-06-2020,GU,0
23-06-2020,HI,0.5626
23-06-2020,IA,0.877
23-06-2020,ID,0.834
23-06-2020,IL,0.7192
23-06-2020,IN,0.8372
23-06-2020,KS,0.8568
23-06-2020,KY,0.8674
23-06-2020,LA,0.8965
23-06-2020,Ly,0
23-06-2020,MA,0.6783
23-06-2020,MD,0.7075
23-06-2020,ME,0.8875
23-06-2020,MI,0.8425
23-06-2020,MN,0.7458
23-06-2020,MO,0.7385
23-06-2020,MS,0.9921
23-06-2020,MT,0.8932
23-06-2020,NC,0.8054
23-06-2020,ND,0.8884
23-06-2020,NE,0.923
23-06-2020,NH,0.9245
23-06-2020,NJ,0.6944
23-06-2020,NM,0.7971
23-06-2020,NV,0.6825
23-06-2020,NY,0.6348
23-06-2020,OH,0.8138
23-06-2020,OK,0.8183
23-06-2020,OR,0.6802
23-06-2020,PA,0.781
23-06-2020,Pi,1.304
23-06-2020,PR,0.7315
23-06-2020,RI,0.9325
23-06-2020,SC,0.7625
23-06-2020,SD,0.8887
23-06-2020,Sh,1.0637
23-06-2020,So,0
23-06-2020,St,0.5801
23-06-2020,TN,0.8056
23-06-2020,TX,0.7737
23-06-2020,Un,0.8963
23-06-2020,UT,0.7382
23-06-2020,VA,0.6964
23-06-2020,VI,0.5881
23-06-2020,VT,0.8151
23-06-2020,WA,0.6081
23-06-2020,WI,0.7475
23-06-2020,WV,1.226
23-06-2020,WY,0.7635
24-06-2020,AK,0.7518
24-06-2020,AL,0.8806
24-06-2020,AR,0.9093
24-06-2020,AZ,0.7834
24-06-2020,CA,0.7035
24-06-2020,CO,0.7302
24-06-2020,CT,0.7316
24-06-2020,DC,0.5291
24-06-2020,DE,0.7343
24-06-2020,FL,0.7122
24-06-2020,GA,0.754
24-06-2020,GU,0
24-06-2020,HI,0.5712
24-06-2020,IA,0.8811
24-06-2020,ID,0.8376
24-06-2020,IL,0.7345
24-06-2020,IN,0.823
24-06-2020,KS,0.8663
24-06-2020,KY,0.8719
24-06-2020,LA,0.8913
24-06-2020,Ly,0
24-06-2020,MA,0.6863
24-06-2020,MD,0.7193
24-06-2020,ME,0.8837
24-06-2020,MI,0.8494
24-06-2020,MN,0.7313
24-06-2020,MO,0.7478
24-06-2020,MP,0
24-06-2020,MS,0.9989
24-06-2020,MT,0.9099
24-06-2020,NC,0.8129
24-06-2020,ND,0.8142
24-06-2020,NE,0.9162
24-06-2020,NH,0.9245
24-06-2020,NJ,0.6975
24-06-2020,NM,0.8076
24-06-2020,NV,0.6926
24-06-2020,NY,0.6448
24-06-2020,OH,0.8061
24-06-2020,OK,0.8096
24-06-2020,OR,0.6814
24-06-2020,PA,0.7856
24-06-2020,Pi,1.1733
24-06-2020,PR,0.781
24-06-2020,RI,0.9368
24-06-2020,SC,0.7676
24-06-2020,SD,0.9037
24-06-2020,So,0
24-06-2020,St,0.4831
24-06-2020,TN,0.8193
24-06-2020,TX,0.7651
24-06-2020,Un,0.7925
24-06-2020,UT,0.7334
24-06-2020,VA,0.6967
24-06-2020,VI,0.5651
24-06-2020,VT,0.8226
24-06-2020,WA,0.6166
24-06-2020,WI,0.7334
24-06-2020,WV,1.083
24-06-2020,WY,0.7742
25-06-2020,AK,0.7821
25-06-2020,AL,0.8896
25-06-2020,AR,0.9074
25-06-2020,AZ,0.7845
25-06-2020,CA,0.7069
25-06-2020,CO,0.7328
25-06-2020,CT,0.7343
25-06-2020,DC,0.5362
25-06-2020,DE,0.7446
25-06-2020,FL,0.7224
25-06-2020,GA,0.7633
25-06-2020,GU,0
25-06-2020,HI,0.5686
25-06-2020,IA,0.8926
25-06-2020,ID,0.8503
25-06-2020,IL,0.7424
25-06-2020,IN,0.8215
25-06-2020,KS,0.8551
25-06-2020,KY,0.8613
25-06-2020,LA,0.8827
25-06-2020,Ly,0
25-06-2020,MA,0.7015
25-06-2020,MD,0.7496
25-06-2020,ME,0.8846
25-06-2020,MI,0.8499
25-06-2020,MN,0.7225
25-06-2020,MO,0.7565
25-06-2020,MP,0
25-06-2020,MS,0.9973
25-06-2020,MT,0.9297
25-06-2020,NC,0.8202
25-06-2020,ND,0.8253
25-06-2020,NE,0.9209
25-06-2020,NH,0.9503
25-06-2020,NJ,0.7022
25-06-2020,NM,0.8118
25-06-2020,NV,0.7009
25-06-2020,NY,0.6493
25-06-2020,OH,0.8132
25-06-2020,OK,0.8138
25-06-2020,OR,0.6869
25-06-2020,PA,0.7981
25-06-2020,PR,0.8113
25-06-2020,RI,0.9407
25-06-2020,SC,0.7731
25-06-2020,SD,0.9257
25-06-2020,Sh,0.8917
25-06-2020,So,0
25-06-2020,St,0.4831
25-06-2020,TN,0.8232
25-06-2020,TX,0.763
25-06-2020,Un,0.7069
25-06-2020,UT,0.7264
25-06-2020,VA,0.7045
25-06-2020,VI,0.6236
25-06-2020,VT,0.8499
25-06-2020,WA,0.6274
25-06-2020,WI,0.7348
25-06-2020,WV,1.0605
25-06-2020,WY,0.7869
26-06-2020,AK,0.8564
26-06-2020,AL,0.8695
26-06-2020,AR,0.8928
26-06-2020,AS,0
26-06-2020,AZ,0.7854
26-06-2020,CA,0.7187
26-06-2020,CO,0.7351
26-06-2020,CT,0.7499
26-06-2020,DC,0.5823
26-06-2020,DE,0.7899
26-06-2020,FL,0.7338
26-06-2020,GA,0.7612
26-06-2020,GU,0
26-06-2020,HI,0.5736
26-06-2020,IA,0.881
26-06-2020,ID,0.8532
26-06-2020,IL,0.7452
26-06-2020,IN,0.827
26-06-2020,KS,0.8439
26-06-2020,KY,0.8768
26-06-2020,LA,0.8856
26-06-2020,Ly,0
26-06-2020,MA,0.7183
26-06-2020,MD,0.7764
26-06-2020,ME,0.9028
26-06-2020,MI,0.8562
26-06-2020,MN,0.724
26-06-2020,MO,0.7531
26-06-2020,MP,0
26-06-2020,MS,0.9816
26-06-2020,MT,0.9226
26-06-2020,NC,0.8214
26-06-2020,ND,0.8543
26-06-2020,NE,0.902
26-06-2020,NH,0.9764
26-06-2020,NJ,0.7114
26-06-2020,NM,0.7857
26-06-2020,NV,0.6886
26-06-2020,NY,0.6644
26-06-2020,OH,0.822
26-06-2020,OK,0.7989
26-06-2020,OR,0.6943
26-06-2020,PA,0.8096
26-06-2020,Pi,0.9635
26-06-2020,PR,0.8237
26-06-2020,RI,0.9497
26-06-2020,SC,0.7749
26-06-2020,SD,0.9196
26-06-2020,Sh,1.0191
26-06-2020,So,0
26-06-2020,St,0.6117
26-06-2020,TN,0.8256
26-06-2020,TX,0.7517
26-06-2020,Un,0.7407
26-06-2020,UT,0.7231
26-06-2020,VA,0.7363
26-06-2020,VI,0.659
26-06-2020,VT,0.8753
26-06-2020,WA,0.6418
26-06-2020,WI,0.7394
26-06-2020,WV,1.0621
26-06-2020,WY,0.7895
27-06-2020,AK,0.8867
27-06-2020,AL,0.845
27-06-2020,AR,0.8693
27-06-2020,AZ,0.7745
27-06-2020,CA,0.7132
27-06-2020,CO,0.7155
27-06-2020,CT,0.7524
27-06-2020,DC,0.5886
27-06-2020,DE,0.7999
27-06-2020,FL,0.7245
27-06-2020,GA,0.7465
27-06-2020,GU,0
27-06-2020,HI,0.5609
27-06-2020,IA,0.8594
27-06-2020,ID,0.8371
27-06-2020,IL,0.7349
27-06-2020,IN,0.7964
27-06-2020,KS,0.8151
27-06-2020,KY,0.8666
27-06-2020,LA,0.8641
27-06-2020,Ly,0
27-06-2020,MA,0.7161
27-06-2020,MD,0.7721
27-06-2020,ME,0.8999
27-06-2020,MI,0.8487
27-06-2020,MN,0.7139
27-06-2020,MO,0.7436
27-06-2020,MS,0.9383
27-06-2020,MT,0.8921
27-06-2020,NC,0.8163
27-06-2020,ND,0.8308
27-06-2020,NE,0.8912
27-06-2020,NH,0.9521
27-06-2020,NJ,0.7091
27-06-2020,NM,0.7426
27-06-2020,NV,0.6547
27-06-2020,NY,0.6713
27-06-2020,OH,0.8044
27-06-2020,OK,0.7772
27-06-2020,OR,0.6904
27-06-2020,PA,0.8058
27-06-2020,Pi,0.7082
27-06-2020,PR,0.81
27-06-2020,RI,0.8961
27-06-2020,SC,0.7523
27-06-2020,SD,0.8841
27-06-2020,So,0
27-06-2020,St,0.6456
27-06-2020,TN,0.7995
27-06-2020,TX,0.725
27-06-2020,Un,0.7587
27-06-2020,UT,0.6993
27-06-2020,VA,0.7368
27-06-2020,VI,0.6005
27-06-2020,VT,0.8864
27-06-2020,WA,0.6369
27-06-2020,WI,0.7288
27-06-2020,WV,0.9972
27-06-2020,WY,0.7368
28-06-2020,AK,0.8858
28-06-2020,AL,0.8248
28-06-2020,AR,0.8501
28-06-2020,AZ,0.7644
28-06-2020,CA,0.7057
28-06-2020,CO,0.7061
28-06-2020,CT,0.7447
28-06-2020,DC,0.591
28-06-2020,DE,0.7967
28-06-2020,FL,0.7159
28-06-2020,GA,0.736
28-06-2020,GU,0
28-06-2020,HI,0.5423
28-06-2020,IA,0.8545
28-06-2020,ID,0.8168
28-06-2020,IL,0.7312
28-06-2020,IN,0.7778
28-06-2020,KS,0.7923
28-06-2020,KY,0.8496
28-06-2020,LA,0.8455
28-06-2020,Ly,0
28-06-2020,MA,0.7151
28-06-2020,MD,0.7822
28-06-2020,ME,0.8696
28-06-2020,MI,0.8407
28-06-2020,MN,0.7112
28-06-2020,MO,0.7279
28-06-2020,MS,0.8979
28-06-2020,MT,0.8846
28-06-2020,NC,0.808
28-06-2020,ND,0.8304
28-06-2020,NE,0.8693
28-06-2020,NH,0.928
28-06-2020,NJ,0.7112
28-06-2020,NM,0.716
28-06-2020,NV,0.6324
28-06-2020,NY,0.6702
28-06-2020,OH,0.7976
28-06-2020,OK,0.7635
28-06-2020,OR,0.6907
28-06-2020,PA,0.7966
28-06-2020,PR,0.8182
28-06-2020,RI,0.864
28-06-2020,SC,0.744
28-06-2020,SD,0.8668
28-06-2020,So,0
28-06-2020,St,0.6117
28-06-2020,TN,0.7861
28-06-2020,TX,0.7087
28-06-2020,Un,0.7238
28-06-2020,UT,0.6895
28-06-2020,VA,0.7345
28-06-2020,VI,0.612
28-06-2020,VT,0.8545
28-06-2020,WA,0.6372
28-06-2020,WI,0.7224
28-06-2020,WV,0.9534
28-06-2020,WY,0.7133
29-06-2020,AK,0.9009
29-06-2020,AL,0.8178
29-06-2020,AR,0.8234
29-06-2020,AZ,0.7562
29-06-2020,CA,0.7065
29-06-2020,CO,0.7024
29-06-2020,CT,0.7266
29-06-2020,DC,0.6338
29-06-2020,DE,0.7761
29-06-2020,FL,0.7146
29-06-2020,GA,0.7281
29-06-2020,GU,0
29-06-2020,HI,0.5403
29-06-2020,IA,0.819
29-06-2020,ID,0.8019
29-06-2020,IL,0.7283
29-06-2020,IN,0.7674
29-06-2020,KS,0.7814
29-06-2020,KY,0.8318
29-06-2020,LA,0.8203
29-06-2020,Ly,0
29-06-2020,MA,0.7052
29-06-2020,MD,0.7952
29-06-2020,ME,0.8387
29-06-2020,MI,0.8381
29-06-2020,MN,0.6965
29-06-2020,MO,0.7156
29-06-2020,MP,0
29-06-2020,MS,0.8716
29-06-2020,MT,0.8679
29-06-2020,NC,0.7914
29-06-2020,ND,0.8095
29-06-2020,NE,0.8432
29-06-2020,NH,0.9026
29-06-2020,NJ,0.7075
29-06-2020,NM,0.6957
29-06-2020,NV,0.6199
29-06-2020,NY,0.668
29-06-2020,OH,0.7862
29-06-2020,OK,0.7448
29-06-2020,OR,0.6874
29-06-2020,PA,0.7957
29-06-2020,Pi,0.3647
29-06-2020,PR,0.8306
29-06-2020,RI,0.8512
29-06-2020,SC,0.7359
29-06-2020,SD,0.8644
29-06-2020,Sh,0.9554
29-06-2020,So,0
29-06-2020,St,0.5801
29-06-2020,TN,0.7777
29-06-2020,TX,0.7029
29-06-2020,Un,0.655
29-06-2020,UT,0.679
29-06-2020,VA,0.7396
29-06-2020,VI,0.7883
29-06-2020,VT,0.8331
29-06-2020,WA,0.6379
29-06-2020,WI,0.7126
29-06-2020,WV,0.9388
29-06-2020,WY,0.6918
30-06-2020,AK,0.9734
30-06-2020,AL,0.9015
30-06-2020,AR,0.8728
30-06-2020,AS,0
30-06-2020,AZ,0.8265
30-06-2020,CA,0.7701
30-06-2020,CO,0.7767
30-06-2020,CT,0.7938
30-06-2020,DC,0.7093
30-06-2020,DE,0.8461
30-06-2020,FL,0.7865
30-06-2020,GA,0.7952
30-06-2020,GU,0
